event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
KHM2025,"25 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia); Women (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Khmer Times",National,"On 25 June 2020, more than 40 female entertainment workers gathered in front of the Ministry of Labour, Ministry of Women's Affairs and the Council of Ministers in Phnom Penh, Cambodia, to demand the government to extend the financial aid package to cover workers in the entertainment sector as they have been affected by the closure of entertainment venues as a part of the measures to curb the spread of the coronavirus.",0,"crowd size=more than 40",1711490820,8724
KHM2023,"19 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Mukh Kampul","Preaek Anhchanh","Preaek Anhchanh",11.7524,104.9579,1,"Camboja News",National,"On 19 June 2020, around 600 residents and monks blocked a road in Preaek Anhchanh commune, Mukh Kampul district of Kandal, Cambodia, in a demonstration against a sand dredging activity on a piece of land which they claimed to belong to the Ratanak Bopharam Pagoda.",0,"crowd size=around 600",1592918573,361
KHM2024,"19 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Veal Vong","Veal Vong",11.5592,104.9098,1,"Radio Free Asia",Regional,"On 19 June 2020, around 20 family members of arrested CNRP activists demonstrated in front of Phnom Penh Municipal Court in Veal Vong, Prampir Makara district of Phnom Penh, Cambodia, demanding immediate and unconditional release of the prisoners.",0,"crowd size=around 20",1711490820,19550
KHM2022,"17 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Tuol Kouk","Tuek Lak Ti Muoy","Tuek Lak Ti Muoy",11.5694,104.8949,1,"Camboja News",National,"Around 17 June 2020 (as reported), more than 200 NagaWorld casino workers demonstrated and submitted a petition to the Ministry of Labour in Tuek Lak Ti Muoy, Tuol Kouk district of Phnom Penh, Cambodia, demanding financial assistance as entertainment venues remained close as per the government's coronavirus prevention measures.",0,"crowd size=more than 200",1713291466,38756
KHM2021,"16 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Tuol Kouk","Tuek Lak Ti Muoy","Tuek Lak Ti Muoy",11.5694,104.8949,1,"Khmer Times",National,"Around 16 June 2020 (from 15 - 16 June), more than 60 construction workers protested in Tuol Kouk district of Phnom Penh, Cambodia, to demand their missing 3-month wages.",0,"crowd size=around 60",1713291466,38756
KHM2019,"10 June 2020",2020,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)",,Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,Battambang,"Koas Krala","Chhnal Moan","Chhnal Moan",12.6379,103.1505,1,"Khmer Times",National,"Explosive remnants of war: On 10 June 2020, a man was killed and another seriously injured after having stepped on a landmine in Chhnal Moan commune, Koas Krala district of Battambang, Cambodia. The landmine is believed to be leftover from previous conflicts.",1,,1677006508,
KHM2020,"10 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Tuol Kouk","Tuek Lak Ti Muoy","Tuek Lak Ti Muoy",11.5694,104.8949,1,"Khmer Times",National,"On 10 June 2020, more than 20 representatives of entertainment workers gathered at the Ministry of Labour in Tuek L'ak Ti Muoy, Tuol Kouk district of Phnom Penh, Cambodia, to protest and submit a petition demanding a similar allowance as that given to garment factory and tourism workers who are affected by business closures due to the coronavirus pandemic.",0,"crowd size=more than 20",1713291466,38756
KHM2018,"08 June 2020",2020,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)",,Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,Kratie,Snuol,Snuol,Snuol,12.0724,106.4207,2,"Khmer Times",National,"Explosive remnants of war: On 8 June 2020, a woman accidentally burned an unexploded ordinance which was hidden among rubbish, causing an explosion that resulted in her death in Snuol district of Kratie, Cambodia. The explosive is believed to be from the Cambodian War.",1,,1677006508,
KHM2017,"04 June 2020",2020,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Thailand)",,Civilians,"Political militia-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Phnom Penh","Chraoy Chongvar","Chrouy Changvar","Chroy Changvar",11.5883,104.9265,2,"Amnesty International; AP; VOA",Other-International,"On 4 June 2020, unidentified armed men abducted a Thai pro-democracy activist exiled in Cambodia in front of his apartment in Chroy Changvar district of Phnom Penh.",0,,1719352866,31947
KHM2016,"03 June 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)",,Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Koh Kong","Khemara Phoumin","Stueng Veaeng","Krong Khemara Phoumin",11.5991,102.9937,3,VOA,International,"On 3 June 2020, eighteen activists were stopped and their bicycles were confiscated by the local authorities in Koh Kong, Cambodia during their bicycle rally to highlight environmental concerns in Koh Kong Krav island. The rally started on June 2, and was planned to head toward Phnom Penh. Location coded at the capital of the province, Krong Khemara Phoumin.",0,"crowd size=18",1618501540,1866
KHM2014,"02 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Ponhea Lueu","Ponhea Lueu","Ponhea Lueu",11.7858,104.8169,2,"Khmer Times",National,"On 2 June 2020, 700 garment factory workers of TY Fashion Cambodia protested in Ponhea Lueu district of Kandal, Cambodia, demanding their payment allowance from the government and employer as they had been suspended from work due to the coronavirus pandemic.",0,"crowd size=700",1591713228,1177
KHM2015,"02 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Ta Khmau","Kampong Samnanh","Ta Khmau",11.4464,104.9455,3,"Voice of Democracy (Cambodia)",National,"On 2 June 2020, hundreds of garment factory workers who are suspended gathered and blocked the road in Kandal province of Cambodia to protest and demand the payment of the government-promised financial assistance amid the economic downturn during the coronavirus pandemic. Location coded at the capital of the province, Ta Khmau.",0,"crowd size=hundreds",1719352866,5794
KHM2013,"01 June 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Banteay Meanchey","Paoy Paet","Paoy Paet","Paoy Paet",13.658,102.5636,2,"Bangkok Post",International,"On 1 June 2020, around 1,000 Cambodian traders gathered at the border check point in Paoy Paet, Banteay Meanchey province of Cambodia, to protest against the prolonged border closure due to the coronavirus pandemic, and to demand Thai authorities allow them to cross into Thailand to do business. The local authorities intervened and the crowd was dispersed.",0,"crowd size=around 1000",1629138395,20663
KHM2012,"31 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Chamkar Mon","Boeng Keng Kang Ti Muoy","Boeng Keng Kang Ti Muoy",11.5468,104.9236,1,"Khmer Times",National,"On 31 May 2020, around 150 construction workers protested in Chamkar Mon district of Phnom Penh, Cambodia, to demand unpaid wages.",0,"crowd size=around 150",1711490820,19096
KHM2009,"28 May 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh",Saensokh,"Phnom Penh Thmei","Phnom Penh Thmei",11.6008,104.8603,1,"Khmer Times",National,"Around 28 May 2020 (as reported), around 50 parents and guardians of students gathered to protest in front of a school in Sen Sok district, Phnom Penh, Cambodia, demanding a reduction of the tuition fee as students have been taking online classes due to the coronavirus pandemic.",0,"crowd size=around 50",1713291466,8244
KHM2008,"27 May 2020",2020,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)",,Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,Pailin,Pailin,Pailin,Pailin,12.8489,102.6092,3,"Khmer Times",National,"Explosive remnants of war: On 27 May 2020, two men drove a tractor over an unexploded old war remnant in Huy Tbong village, Pailin province of Cambodia. Both were wounded.",0,,1677006508,
KHM2007,"26 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Pur SenChey","Chaom Chau","Chaom Chau",11.5289,104.8379,1,"Khmer Times",National,"On 26 May 2020, more than 600 textile factory workers protested in front of the factory in Chaom Chau, Pur Senchey district of Phnom Penh, Cambodia, to demand their unpaid wages which had not been paid due to the financial crisis faced by the employer as a result of the coronavirus pandemic.",0,"crowd size=more than 600",1719352866,28010
KHM2005,"20 May 2020",2020,1,"Political violence","Violence against civilians",Attack,"Police Forces of Cambodia (1993-) Prison Guards",,"State forces","Civilians (Cambodia)","Prisoners (Cambodia); Women (Cambodia)",Civilians,"State forces-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Ratanak Kiri","Ban Lung","Boeng Kansaeng",Banlung,13.7393,106.9872,3,"Voice of Democracy (Cambodia)",National,"On 20 May 2020, a female prisoner died while in state custody at a prison in Ratanak Kiri province, Cambodia. The family suspected the prisoner had been beaten and tortured, presumably by prison guards, as several bruises were found on the body. GP coded 3 at the province's capital, Banlung.",1,,1618501913,41733
KHM2006,"20 May 2020",2020,2,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)",,Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,Battambang,Samlout,"Ta Taok","Ta Taok",12.4547,102.8246,1,"Khmer Times",National,"Explosive remnants of war: Around 20 May 2020 (week of), an old war remnant exploded in Ta Taok commune, Samlout district of Battambang, Cambodia. A civilian was seriously wounded.",0,,1677006508,
KHM2004,"13 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Ta Khmau","Kampong Samnanh","Ta Khmau",11.4464,104.9455,2,"Khmer Times",National,"On 13 May 2020, around 1,600 garment factory workers gathered in front of the factory in Ta Khmau of Kandal, Cambodia, to demand their unpaid wages.",0,"crowd size=around 1600",1719352866,5794
KHM2003,"11 May 2020",2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)","CNRP: Cambodia National Rescue Party; Women (Cambodia)",Civilians,"Political militia-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Radio Free Asia",Regional,"On 11 May 2020, a female activist from CNRP party was hit until she lost consciousness by an unknown male assailant in Phnom Penh, Cambodia. The victim had recently posted a video criticizing the government.",0,"women targeted: political party supporters",1711490820,8784
KHM2002,"11 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Pur SenChey",Kamboul,"Pur Senchey",11.5483,104.7909,1,"Khmer Times",National,"On 11 May 2020, more than 600 garment factory workers protested in front of the factory in Pur Senchey district of Phnom Penh, Cambodia, to demand their unpaid wages.",0,"crowd size=more than 600",1712183453,3286
KHM2001,"09 May 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)",,Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,Battambang,Battambang,"Svay Por",Battambang,13.1027,103.1982,3,"Camboja News",National,"On 9 May 2020, sixteen people protested outside a microfinance institution in Battambang province, Cambodia, to demand institutions and banks suspend all loan repayments amidst the economic hardship caused by the coronavirus pandemic. Six protesters were arrested by the police.",0,"crowd size=16",1723576780,17189
KHM1997,"05 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Bunong Ethnic Group (Cambodia); Kuoy Ethnic Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Mondul Kiri","Kaev Seima","Srae Preah","Kaev Seima",12.1873,106.8806,2,"Voice of Democracy (Cambodia)",National,"On 5 May 2020, more than 200 people of Bunong and Kuy ethnicity gathered at Keav Seima District Hall in Keav Seima district of Mondul Kiri to protest against the government banning their access to land inside a wildlife sanctuary.",0,"crowd size=more than 200",1618502296,1386
KHM1998,"05 May 2020",2020,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)",,Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,Battambang,Samlout,Samlout,Samlout,12.6707,102.741,2,"Khmer Times",National,"Explosive remnants of war: On 5 May 2020, villagers accidentally stepped on a landmine in Ta Tork commune of Samlout district, Battambang, Cambodia. The explosion killed one and injured 3 others. The landmine exploded in an area where fighting occurred in the 1980s.",1,,1677006508,
KHM1999,"05 May 2020",2020,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)",,Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,Pursat,"Veal Veaeng",Pramaoy,"Veal Veaeng",12.2423,103.1344,2,"Khmer Times",National,"Explosive remnants of war: On 5 May 2020, a villager sustained a serious injury after having accidentally stepped on a landmine in Sangkum Thmei village, Veal Veaeng district of Pursat province, Cambodia. The landmine exploded in an area where fighting occurred in the 1980s.",0,,1677006508,
KHM2000,"05 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh",Dangkao,Dangkao,Dangkao,11.5088,104.8914,1,"Khmer Times",National,"On 5 May 2020, around 400 footwear factory workers protested in Dangkao district of Phnom Penh, Cambodia, to demand missing wages and seniority pay after the company suspended its operations.",0,"crowd size=around 400",1719352866,11333
KHM1996,"30 April 2020",2020,1,"Political violence","Violence against civilians",Attack,"Police Forces of Cambodia (1993-) Prison Guards",,"State forces","Civilians (Cambodia)","Prisoners (Cambodia)",Civilians,"State forces-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,Battambang,Battambang,"Svay Por",Battambang,13.1027,103.1982,1,"Radio Free Asia",Regional,"On 30 April 2020, a prisoner was pronounced dead after having been held at Battambang Provincial Correction Center in Battambang city of Battambang province of Cambodia. A relative claimed that he was tortured to death by prison guards.",1,,1723576780,112470
KHM1995,"29 April 2020",2020,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)",,Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,"Banteay Meanchey","Ou Chrov",Samraong,Samraong,13.5583,102.8361,1,"Khmer Times",National,"Explosive remnants of war: On 29 April 2020, a woman was killed and three others were injured after a rocket, believed to be leftover from the civil war, exploded in Kandal village, Samraong commune, Ou Chrov district of Banteay Meanchey, Cambodia.",1,,1677006508,
KHM1994,"27 April 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Chamkar Mon","Boeng Keng Kang Ti Muoy","Boeng Keng Kang Ti Muoy",11.5468,104.9236,1,"Khmer Times",National,"On 27 April 2020, more than 100 parents gathered in front of a school in Chamkar Mon district of Phnom Penh, Cambodia, to demand a reduction of the tuition fee amid the coronavirus pandemic.",0,"crowd size=more than 100",1711490820,19096
KHM1993,"23 April 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Pur SenChey","Chaom Chau","Chaom Chau",11.5289,104.8379,1,"Khmer Times",National,"On 23 April 2020, more than 300 garment factory workers gathered in Chaom Chau commune, Pur Senchey district, Phnom Penh, Cambodia, to demand reinstatement after the factory suspended its operations two months ago, but claimed that the workers resigned.",0,"crowd size=more than 300",1719352866,28010
KHM1992,"07 April 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Preah Sihanouk","Preah Sihanouk",Buon,Sihanoukville,10.6093,103.5295,2,"Khmer Times",National,"Reported on 7 April 2020, more than 100 construction workers demonstrated in Preah Sihanouk district of Sihanoukville, Cambodia, to demand unpaid wages.",0,"crowd size=more than 100",1618502980,11868
KHM1991,"03 April 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Tuol Kouk","Tuek Lak Ti Muoy","Tuek Lak Ti Muoy",11.5694,104.8949,1,"Camboja News",National,"On 3 April 2020, around 50 former employees of the Grand Duke hotel protested at the Ministry of Labour in Tuek L'ak Ti Muoy, Tuol Kouk district of Phnom Penh, Cambodia, to demand compensation after the hotel closed down.",0,"crowd size=around 50",1713291466,38756
KHM1988,"26 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Kampong Speu","Chbar Mon","Chbar Mon","Chbar Mon",11.4867,104.4977,3,"Voice of Democracy (Cambodia)",National,"On 26 March 2020, shoe factory workers protested in Kampong Speu, Cambodia, after having been laid off, due to the economic slowdown and coronavirus (COVID-19) pandemic, without financial relief.",0,"crowd size=no report",1715131178,1195
KHM1987,"25 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Voice of Democracy (Cambodia)",National,"On 25 March 2020, nearly 1,000 garment factory workers protested in Phnom Penh, Cambodia, to demand the owed wages that their employer failed to pay due to the economic slowdown and the coronavirus (COVID-19) pandemic.",0,"crowd size=nearly 1000",1711490820,8724
KHM1986,"24 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Preah Sihanouk","Preah Sihanouk",Pir,Pir,10.6281,103.5225,2,"Khmer Times",National,"On 24 March 2020, nearly a hundred hotel and casino workers protested in Pir, Preah Sihanouk of Sihanoukville, Cambodia, demanding their unpaid wages. The casino had cut wages and not paid workers due to a decline in business as a result of COVID-19 (Coronavirus).",0,"crowd size=nearly a hundred",1618503253,15805
KHM1985,"22 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Preah Sihanouk","Preah Sihanouk",Buon,Buon,10.6046,103.5463,2,"Khmer Times",National,"On 22 March 2020, nearly a hundred casino workers protested in Buon, Preah Sihanouk of Sihanoukville, Cambodia, demanding their unpaid wages. The casino had cut wages and not paid workers due to a decline in business as a result of COVID-19 (Coronavirus).",0,"crowd size=nearly a hundred",1618503287,2338
KHM1990,"17 March 2020",2020,1,"Strategic developments","Strategic developments","Change to group/activity","Government of Cambodia (1993-)",,"State forces",,,,"State forces only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,3,"Camboja News; Radio Free Asia",National-Regional,"Security measures: On 17 March 2020, the Cambodian government [coded to Phnom Penh] imposed the restrictions coming into effect from 17 March 2020 to 16 April 2020 to curb the spread of coronavirus. The measures include a ban on religious gatherings and international travel as well as travels in and out, and between districts of Phnom Penh and other provinces.",0,,1711490820,
KHM1989,"13 March 2020",2020,1,"Political violence","Violence against civilians",Attack,"Private Security Forces (Cambodia)",,"External/Other forces","Civilians (Cambodia)",,Civilians,"External/Other forces-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,Kratie,Sambour,"Ou Krieng",Sambour,12.9825,106.0925,2,"Amnesty International; HRW",Other,"On 13 March 2020, four environmental activists from Prey Lang Community Network were held by private security guards from Think Biotech over their investigation into illegal logging allegations in Sombour district, Kratie, Cambodia. One of the activists was reportedly assaulted, before all were taken by the police on the following day. The police released the activists on 16 March, but the four are still under investigation.",0,,1618503508,68
KHM1984,"11 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Kampong Speu","Chbar Mon","Chbar Mon","Chbar Mon",11.4867,104.4977,3,"Khmer Times",National,"On 11 March 2020, around 800 garment factory workers protested in Kampong Speu province, Cambodia, after their employer failed to pay their wages and other bonuses. Location coded at Chbar Mon, capital of the province.",0,"crowd size=around 800",1715131178,1195
KHM1983,"09 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Pur SenChey",Kamboul,Kamboul,11.5377,104.769,1,"Khmer Times",National,"On 9 March 2020, at least 300 garment factory workers protested in Kamboul, Pur Senchey district of Phnom Penh, Cambodia, and demanded their employer to reinstate 3 union representatives who had been fired without any explanation.",0,"crowd size=at least 300",1712183453,1773
KHM1982,"05 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Khsach Kandal","Vihear Suork","Vihear Suork",11.6683,105.0385,1,"Khmer Times",National,"On 5 March 2020, more than 800 factory workers again protested in Vihear Suork commune, Khsach Kandal district of Kandal, Cambodia, after their employer reversed a previous agreement. Instead of giving the workers their lay-off benefits, the employee suspended the worker's jobs for two months.",0,"crowd size=more than 800",1584451413,1257
KHM1981,"04 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Khsach Kandal","Vihear Suork","Vihear Suork",11.6683,105.0385,1,"Khmer Times",National,"On 4 March 2020, more than 800 factory workers protested in Vihear Suork commune, Khsach Kandal district of Kandal, Cambodia, after their employer reversed a previous agreement. Instead of giving the workers their lay-off benefits, the employee suspended the worker's jobs for two months.",0,"crowd size=more than 800",1583867688,1257
KHM1980,"14 February 2020",2020,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Military Forces of Cambodia (1993-)",,"State forces","State forces-Political militia",,116,"Southeast Asia",Cambodia,"Preah Vihear","Choam Ksant","Choam Ksant","Choam Ksant",14.2154,104.9411,2,"Phnom Penh Post",National,"On 14 February 2020, a military officer died after having stepped on a landmine that had been planted in Choam Ksant district of Preah Vihear, Cambodia, near the border with Thailand.",1,,1582643887,
KHM1979,"10 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Preah Sihanouk","Preah Sihanouk",Buon,Buon,10.6046,103.5463,1,"Khmer Times",National,"On 10 February 2020, several residents protested in Buon commune of Preah Sihanouk, Preah Sihanouk province of Cambodia, after the government demolished their illegally built residences.",0,"crowd size=no report",1618511216,2338
KHM1978,"07 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Banteay Meanchey","Serei Saophoan","Ou Ambel","Serei Saophoan",13.5858,102.9736,2,"Phnom Penh Post; Khmer Times",National,"On 7 February 2020, more than 1,000 garment workers protested against their employer in Serei Saophoan, Banteay Meanchey, Cambodia, after the working conditions reportedly imposed by the employer violated their human rights.",0,"crowd size=more than 1000",1618511283,11463
KHM1977,"07 February 2020",2020,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Military Forces of Cambodia (1993-)",,"State forces","State forces-Political militia",,116,"Southeast Asia",Cambodia,"Preah Vihear","Preah Vihear","Pal Hal","Pal Hal",13.7539,104.9789,3,"Khmer Times",National,"On 7 February 2020, a military officer was seriously injured after having stepped on a landmine in Preah Vihear province of Cambodia.",0,,1707254083,
KHM1976,"03 February 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Koh Kong","Khemara Phoumin","Smach Mean Chey","Khemarak Phoumin",11.6153,102.9838,1,"Voice of Democracy (Cambodia)",National,"On 3 February 2020, around 100 protesters gathered at Koh Kong Provincial Hall in Smach Mean Chey district in Khemarak Phoumin city of Koh Kong, Cambodia, demanding government intervention in their land disputes. .",0,"crowd size=around 100",1618511447,2871
KHM1975,"30 January 2020",2020,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)",,Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,"Tboung Khmum",Memot,Memong,Memot,11.8821,106.2027,2,"Khmer Times",National,"Explosive remnants of war: On 30 January 2020, a man was killed by an explosion after having attempted to dismantle an unexploded war remnant, in Memot district of Tboung Khmum, Cambodia.",1,,1677006508,
KHM1974,"27 January 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Takeo,"Tram Kak","Otdam Soriya","Otdam Soriya",11.0629,104.7039,1,"Khmer Times",National,"On 27 January 2020, more than 50 construction workers protested in front of the construction site in Otdam Soriya commune of Tram Kak district, Takeo province, Cambodia, after the employer failed to pay their wages.",0,"crowd size=more than 50",1580829993,483
KHM1971,"20 January 2020",2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)","Former CNRP: Cambodia National Rescue Party; Former Government of Cambodia (1993-)",Civilians,"Political militia-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Voice of Democracy (Cambodia)",National,"On 20 January 2020, two unidentified assailants attacked a former CNRP councilor with a blunt object in Phnom Penh, Cambodia.",0,"local administrators",1711490820,8784
